"chr","windowStart","windowEnd","D","f_d","f_dM","StartMb","EndMb","center","Chrom","fd_filtered","Cat","CatConserv"
"NC_030306.1",922412,960736,-0.114588,-0.037823,-0.018845,0.922412,0.960736,0.941574,"Chr4",NA,"Collinear",NA
"NC_030306.1",960826,977925,-0.017105,-0.011936,-0.004621,0.960826,0.977925,0.9693755,"Chr4",NA,"Collinear",NA
"NC_030306.1",977932,1010630,-0.074791,-0.023636,-0.010782,0.977932,1.01063,0.994281,"Chr4",NA,"Collinear",NA
"NC_030306.1",1010657,1039737,-0.120365,-0.061272,-0.021983,1.010657,1.039737,1.025197,"Chr4",NA,"Collinear",NA
"NC_030306.1",1040246,1079236,-0.233105,-0.056775,-0.023223,1.040246,1.079236,1.059741,"Chr4",NA,"Collinear",NA
"NC_030306.1",1079251,1155710,0.06537,0.010174,0.005003,1.079251,1.15571,1.1174805,"Chr4",0.010174,"Collinear",NA
"NC_030306.1",1156697,1192722,-0.018758,-0.00795,-0.003202,1.156697,1.192722,1.1747095,"Chr4",NA,"Collinear",NA
"NC_030306.1",1193118,1213767,0.276382,0.132464,0.054821,1.193118,1.213767,1.2034425,"Chr4",0.132464,"Collinear",NA
"NC_030306.1",1213805,1233696,0.228173,0.151846,0.052904,1.213805,1.233696,1.2237505,"Chr4",0.151846,"Collinear",NA
"NC_030306.1",1233778,1249877,-0.038102,-0.020787,-0.007167,1.233778,1.249877,1.2418275,"Chr4",NA,"Collinear",NA
"NC_030306.1",1249964,1264341,0.109993,0.075485,0.027653,1.249964,1.264341,1.2571525,"Chr4",0.075485,"Collinear",NA
"NC_030306.1",1264770,1280780,-0.00752,-0.004838,-0.001836,1.26477,1.28078,1.272775,"Chr4",NA,"Collinear",NA
"NC_030306.1",1281003,1295531,-0.072683,-0.042182,-0.016752,1.281003,1.295531,1.288267,"Chr4",NA,"Collinear",NA
"NC_030306.1",1295700,1319202,0.20743,0.083912,0.041629,1.2957,1.319202,1.307451,"Chr4",0.083912,"Collinear",NA
"NC_030306.1",1319312,1342678,-0.059912,-0.03122,-0.012952,1.319312,1.342678,1.330995,"Chr4",NA,"Collinear",NA
"NC_030306.1",1342679,1376929,0.030693,0.009353,0.004537,1.342679,1.376929,1.359804,"Chr4",0.009353,"Collinear",NA
"NC_030306.1",1376958,1382601,0.174127,0.105015,0.055495,1.376958,1.382601,1.3797795,"Chr4",0.105015,"Collinear",NA
"NC_030306.1",1383575,1430543,-0.367936,-0.061018,-0.030135,1.383575,1.430543,1.407059,"Chr4",NA,"Collinear",NA
"NC_030306.1",1430550,1462471,-0.181929,-0.057148,-0.024947,1.43055,1.462471,1.4465105,"Chr4",NA,"Collinear",NA
"NC_030306.1",1463003,1481997,-0.042877,-0.015199,-0.006877,1.463003,1.481997,1.4725,"Chr4",NA,"Collinear",NA
"NC_030306.1",1482015,1508692,-0.074724,-0.030977,-0.012216,1.482015,1.508692,1.4953535,"Chr4",NA,"Collinear",NA
"NC_030306.1",1508722,1539827,0.087237,0.023348,0.010836,1.508722,1.539827,1.5242745,"Chr4",0.023348,"Collinear",NA
"NC_030306.1",1540077,1589085,-0.431358,-0.18135,-0.073219,1.540077,1.589085,1.564581,"Chr4",NA,"Collinear",NA
"NC_030306.1",1590466,1631112,0.028109,0.006221,0.002923,1.590466,1.631112,1.610789,"Chr4",0.006221,"Collinear",NA
"NC_030306.1",1631127,1665628,0.037272,0.006874,0.004278,1.631127,1.665628,1.6483775,"Chr4",0.006874,"Collinear",NA
"NC_030306.1",1665743,1682465,-0.095559,-0.048279,-0.025408,1.665743,1.682465,1.674104,"Chr4",NA,"Collinear",NA
"NC_030306.1",1683610,1713205,0.010497,0.00354,0.001606,1.68361,1.713205,1.6984075,"Chr4",0.00354,"Collinear",NA
"NC_030306.1",1713612,1738564,-0.017903,-0.004274,-0.002357,1.713612,1.738564,1.726088,"Chr4",NA,"Collinear",NA
"NC_030306.1",1738582,1767347,-0.00068,-0.000189,-9.9e-05,1.738582,1.767347,1.7529645,"Chr4",NA,"Collinear",NA
"NC_030306.1",1767555,1801908,0.031125,0.009875,0.004556,1.767555,1.801908,1.7847315,"Chr4",0.009875,"Collinear",NA
"NC_030306.1",1801923,1832711,-0.276395,-0.109043,-0.046541,1.801923,1.832711,1.817317,"Chr4",NA,"Collinear",NA
"NC_030306.1",1833499,1848466,-0.174937,-0.090926,-0.037006,1.833499,1.848466,1.8409825,"Chr4",NA,"Collinear",NA
"NC_030306.1",1848494,1880956,-0.173961,-0.052942,-0.029525,1.848494,1.880956,1.864725,"Chr4",NA,"Collinear",NA
"NC_030306.1",1880962,1906648,0.082154,0.025703,0.012274,1.880962,1.906648,1.893805,"Chr4",0.025703,"Collinear",NA
"NC_030306.1",1906649,1925381,-0.142024,-0.056276,-0.023825,1.906649,1.925381,1.916015,"Chr4",NA,"Collinear",NA
"NC_030306.1",1925521,1939516,0.055199,0.035974,0.013808,1.925521,1.939516,1.9325185,"Chr4",0.035974,"Collinear",NA
"NC_030306.1",1940123,1971093,-0.048495,-0.015609,-0.007316,1.940123,1.971093,1.955608,"Chr4",NA,"Collinear",NA
"NC_030306.1",1971744,2001864,0.030027,0.010036,0.004069,1.971744,2.001864,1.986804,"Chr4",0.010036,"Collinear",NA
"NC_030306.1",2002095,2018692,-0.006557,-0.003328,-0.001383,2.002095,2.018692,2.0103935,"Chr4",NA,"Collinear",NA
"NC_030306.1",2018722,2047806,0.023293,0.006505,0.003302,2.018722,2.047806,2.033264,"Chr4",0.006505,"Collinear",NA
"NC_030306.1",2048147,2079536,-0.210368,-0.054981,-0.025316,2.048147,2.079536,2.0638415,"Chr4",NA,"Collinear",NA
"NC_030306.1",2079849,2096481,-0.048645,-0.021946,-0.010996,2.079849,2.096481,2.088165,"Chr4",NA,"Collinear",NA
"NC_030306.1",2096530,2099359,0.075937,0.097886,0.049487,2.09653,2.099359,2.0979445,"Chr4",0.097886,"Collinear",NA
"NC_030306.1",2099361,2110138,0.08802,0.074758,0.038426,2.099361,2.110138,2.1047495,"Chr4",0.074758,"Collinear",NA
"NC_030306.1",2110398,2143167,-0.003471,-0.001338,-0.000655,2.110398,2.143167,2.1267825,"Chr4",NA,"Collinear",NA
"NC_030306.1",2143178,2167919,0.024879,0.008861,0.003882,2.143178,2.167919,2.1555485,"Chr4",0.008861,"Collinear",NA
"NC_030306.1",2167936,2192054,-0.177724,-0.053974,-0.027343,2.167936,2.192054,2.179995,"Chr4",NA,"Collinear",NA
"NC_030306.1",2192221,2221908,0.12212,0.041263,0.018224,2.192221,2.221908,2.2070645,"Chr4",0.041263,"Collinear",NA
"NC_030306.1",2222126,2245314,-0.025274,-0.012926,-0.004231,2.222126,2.245314,2.23372,"Chr4",NA,"Collinear",NA
"NC_030306.1",2245332,2264275,0.109923,0.080948,0.029777,2.245332,2.264275,2.2548035,"Chr4",0.080948,"Collinear",NA
"NC_030306.1",2264426,2282502,-0.072359,-0.045334,-0.015256,2.264426,2.282502,2.273464,"Chr4",NA,"Collinear",NA
"NC_030306.1",2282827,2301082,0.222539,0.131741,0.055408,2.282827,2.301082,2.2919545,"Chr4",0.131741,"Collinear",NA
"NC_030306.1",2301110,2315478,0.069962,0.068373,0.026175,2.30111,2.315478,2.308294,"Chr4",0.068373,"Collinear",NA
"NC_030306.1",2318115,2335706,-0.155487,-0.122869,-0.046698,2.318115,2.335706,2.3269105,"Chr4",NA,"Collinear",NA
"NC_030306.1",2335788,2347841,0.102138,0.077874,0.031594,2.335788,2.347841,2.3418145,"Chr4",0.077874,"Collinear",NA
"NC_030306.1",2347853,2352009,-0.026707,-0.024128,-0.010221,2.347853,2.352009,2.349931,"Chr4",NA,"Collinear",NA
"NC_030306.1",2352040,2369054,-0.006536,-0.004014,-0.001563,2.35204,2.369054,2.360547,"Chr4",NA,"Collinear",NA
"NC_030306.1",2369069,2381348,-0.067717,-0.053075,-0.017415,2.369069,2.381348,2.3752085,"Chr4",NA,"Collinear",NA
"NC_030306.1",2381354,2391666,0.061013,0.051126,0.016033,2.381354,2.391666,2.38651,"Chr4",0.051126,"Collinear",NA
"NC_030306.1",2391917,2401352,-0.09425,-0.131409,-0.033246,2.391917,2.401352,2.3966345,"Chr4",NA,"Collinear",NA
"NC_030306.1",2401365,2408219,-0.009461,-0.008688,-0.003075,2.401365,2.408219,2.404792,"Chr4",NA,"Collinear",NA
"NC_030306.1",2408224,2416885,0.305463,0.294059,0.12009,2.408224,2.416885,2.4125545,"Chr4",0.294059,"Collinear",NA
"NC_030306.1",2416950,2428500,-0.066326,-0.076208,-0.01625,2.41695,2.4285,2.422725,"Chr4",NA,"Collinear",NA
"NC_030306.1",2428948,2437175,-0.060428,-0.06373,-0.017017,2.428948,2.437175,2.4330615,"Chr4",NA,"Collinear",NA
"NC_030306.1",2437379,2448649,0.070237,0.057762,0.022392,2.437379,2.448649,2.443014,"Chr4",0.057762,"Collinear",NA
"NC_030306.1",2449525,2479539,0.056373,0.023707,0.008223,2.449525,2.479539,2.464532,"Chr4",0.023707,"Collinear",NA
"NC_030306.1",2479718,2535439,0.165779,0.050115,0.018693,2.479718,2.535439,2.5075785,"Chr4",0.050115,"Collinear",NA
"NC_030306.1",2535715,2556017,0.072474,0.026179,0.01385,2.535715,2.556017,2.545866,"Chr4",0.026179,"Collinear",NA
"NC_030306.1",2556146,2569840,0.111038,0.053048,0.028596,2.556146,2.56984,2.562993,"Chr4",0.053048,"Collinear",NA
"NC_030306.1",2569881,2583554,0.291179,0.135148,0.063368,2.569881,2.583554,2.5767175,"Chr4",0.135148,"Collinear",NA
"NC_030306.1",2583630,2597949,-0.071881,-0.052989,-0.018509,2.58363,2.597949,2.5907895,"Chr4",NA,"Collinear",NA
"NC_030306.1",2598314,2613901,0.154661,0.088048,0.039507,2.598314,2.613901,2.6061075,"Chr4",0.088048,"Collinear",NA
"NC_030306.1",2613936,2636028,0.009221,0.005332,0.002236,2.613936,2.636028,2.624982,"Chr4",0.005332,"Collinear",NA
"NC_030306.1",2636079,2644693,0.152659,0.124883,0.045588,2.636079,2.644693,2.640386,"Chr4",0.124883,"Collinear",NA
"NC_030306.1",2644733,2655413,0.034689,0.031409,0.014309,2.644733,2.655413,2.650073,"Chr4",0.031409,"Collinear",NA
"NC_030306.1",2655544,2664103,0.091661,0.058785,0.025552,2.655544,2.664103,2.6598235,"Chr4",0.058785,"Collinear",NA
"NC_030306.1",2664167,2673718,-0.028865,-0.039738,-0.007649,2.664167,2.673718,2.6689425,"Chr4",NA,"Collinear",NA
"NC_030306.1",2673763,2682719,0.082643,0.087303,0.027746,2.673763,2.682719,2.678241,"Chr4",0.087303,"Collinear",NA
"NC_030306.1",2683217,2691660,0.176884,0.120458,0.047621,2.683217,2.69166,2.6874385,"Chr4",0.120458,"Collinear",NA
"NC_030306.1",2691738,2700954,0.051658,0.038477,0.013463,2.691738,2.700954,2.696346,"Chr4",0.038477,"Collinear",NA
"NC_030306.1",2701020,2713382,-0.057421,-0.047444,-0.015339,2.70102,2.713382,2.707201,"Chr4",NA,"Collinear",NA
"NC_030306.1",2713435,2723992,0.190864,0.126673,0.050937,2.713435,2.723992,2.7187135,"Chr4",0.126673,"Collinear",NA
"NC_030306.1",2724003,2733862,0.131301,0.122717,0.042042,2.724003,2.733862,2.7289325,"Chr4",0.122717,"Collinear",NA
"NC_030306.1",2734115,2743628,-0.051994,-0.047201,-0.014161,2.734115,2.743628,2.7388715,"Chr4",NA,"Collinear",NA
"NC_030306.1",2743760,2757824,-0.164893,-0.125011,-0.037992,2.74376,2.757824,2.750792,"Chr4",NA,"Collinear",NA
"NC_030306.1",2758312,2768824,-0.062554,-0.053208,-0.014495,2.758312,2.768824,2.763568,"Chr4",NA,"Collinear",NA
"NC_030306.1",2768836,2779732,0.045838,0.036575,0.016281,2.768836,2.779732,2.774284,"Chr4",0.036575,"Collinear",NA
"NC_030306.1",2779804,2790683,0.257021,0.147188,0.068314,2.779804,2.790683,2.7852435,"Chr4",0.147188,"Collinear",NA
"NC_030306.1",2790754,2798434,0.21133,0.162344,0.074291,2.790754,2.798434,2.794594,"Chr4",0.162344,"Collinear",NA
"NC_030306.1",2798452,2806719,0.069652,0.054611,0.023999,2.798452,2.806719,2.8025855,"Chr4",0.054611,"Collinear",NA
"NC_030306.1",2806741,2818048,0.378529,0.223283,0.098719,2.806741,2.818048,2.8123945,"Chr4",0.223283,"Collinear",NA
"NC_030306.1",2818517,2831452,0.224153,0.098419,0.037351,2.818517,2.831452,2.8249845,"Chr4",0.098419,"Collinear",NA
"NC_030306.1",2831559,2847946,0.158049,0.06483,0.021741,2.831559,2.847946,2.8397525,"Chr4",0.06483,"Collinear",NA
"NC_030306.1",2848247,2861320,0.05529,0.025212,0.009674,2.848247,2.86132,2.8547835,"Chr4",0.025212,"Collinear",NA
"NC_030306.1",2861527,2877488,0.018572,0.007612,0.003275,2.861527,2.877488,2.8695075,"Chr4",0.007612,"Collinear",NA
"NC_030306.1",2877736,2895853,0.131524,0.051588,0.020572,2.877736,2.895853,2.8867945,"Chr4",0.051588,"Collinear",NA
"NC_030306.1",2895884,2915843,-0.009177,-0.004315,-0.001468,2.895884,2.915843,2.9058635,"Chr4",NA,"Collinear",NA
"NC_030306.1",2915960,2938559,0.166324,0.063678,0.034143,2.91596,2.938559,2.9272595,"Chr4",0.063678,"Collinear",NA
"NC_030306.1",2938981,2961371,0.298246,0.122387,0.067569,2.938981,2.961371,2.950176,"Chr4",0.122387,"Collinear",NA
"NC_030306.1",2961419,3028149,0.007526,0.002997,0.001696,2.961419,3.028149,2.994784,"Chr4",0.002997,"Collinear",NA
"NC_030306.1",3028157,3047062,0.190567,0.047198,0.021248,3.028157,3.047062,3.0376095,"Chr4",0.047198,"Collinear",NA
"NC_030306.1",3047345,3066423,0.152268,0.042873,0.024924,3.047345,3.066423,3.056884,"Chr4",0.042873,"Collinear",NA
"NC_030306.1",3066656,3079577,0.150812,0.092745,0.048612,3.066656,3.079577,3.0731165,"Chr4",0.092745,"Collinear",NA
"NC_030306.1",3079930,3101878,0.147864,0.042877,0.020908,3.07993,3.101878,3.090904,"Chr4",0.042877,"Collinear",NA
"NC_030306.1",3101900,3130220,-0.081334,-0.0318,-0.015838,3.1019,3.13022,3.11606,"Chr4",NA,"Collinear",NA
"NC_030306.1",3130231,3160744,-0.196336,-0.051828,-0.025692,3.130231,3.160744,3.1454875,"Chr4",NA,"Collinear",NA
"NC_030306.1",3160753,3178760,0.067919,0.038602,0.015334,3.160753,3.17876,3.1697565,"Chr4",0.038602,"Collinear",NA
"NC_030306.1",3178787,3193472,0.36997,0.161682,0.079113,3.178787,3.193472,3.1861295,"Chr4",0.161682,"Collinear",NA
"NC_030306.1",3194446,3214464,0.017293,0.0066,0.003195,3.194446,3.214464,3.204455,"Chr4",0.0066,"Collinear",NA
"NC_030306.1",3214475,3226814,0.137094,0.084217,0.044059,3.214475,3.226814,3.2206445,"Chr4",0.084217,"Collinear",NA
"NC_030306.1",3226952,3244938,0.236092,0.112891,0.052213,3.226952,3.244938,3.235945,"Chr4",0.112891,"Collinear",NA
"NC_030306.1",3244959,3256832,0.166189,0.084424,0.039427,3.244959,3.256832,3.2508955,"Chr4",0.084424,"Collinear",NA
"NC_030306.1",3256873,3269211,-0.011753,-0.009587,-0.002942,3.256873,3.269211,3.263042,"Chr4",NA,"Collinear",NA
"NC_030306.1",3269421,3276864,-0.253336,-0.319679,-0.106567,3.269421,3.276864,3.2731425,"Chr4",NA,"Collinear",NA
"NC_030306.1",3276881,3285649,-0.048838,-0.045422,-0.013513,3.276881,3.285649,3.281265,"Chr4",NA,"Collinear",NA
"NC_030306.1",3285681,3293541,-0.152523,-0.149313,-0.042653,3.285681,3.293541,3.289611,"Chr4",NA,"Collinear",NA
"NC_030306.1",3293555,3301800,0.128587,0.119956,0.040901,3.293555,3.3018,3.2976775,"Chr4",0.119956,"Collinear",NA
"NC_030306.1",3301801,3309215,-0.168154,-0.23147,-0.048689,3.301801,3.309215,3.305508,"Chr4",NA,"Collinear",NA
"NC_030306.1",3309217,3321230,0.09979,0.069436,0.023475,3.309217,3.32123,3.3152235,"Chr4",0.069436,"Collinear",NA
"NC_030306.1",3321257,3328481,0.108991,0.080598,0.027275,3.321257,3.328481,3.324869,"Chr4",0.080598,"Collinear",NA
"NC_030306.1",3328484,3336898,0.110043,0.124513,0.034757,3.328484,3.336898,3.332691,"Chr4",0.124513,"Collinear",NA
"NC_030306.1",3336935,3344597,0.380459,0.303657,0.143212,3.336935,3.344597,3.340766,"Chr4",0.303657,"Collinear",NA
"NC_030306.1",3344660,3354173,0.224724,0.183751,0.069608,3.34466,3.354173,3.3494165,"Chr4",0.183751,"Collinear",NA
"NC_030306.1",3354306,3361777,-0.096815,-0.115018,-0.023752,3.354306,3.361777,3.3580415,"Chr4",NA,"Collinear",NA
"NC_030306.1",3361972,3372721,0.012414,0.009085,0.002333,3.361972,3.372721,3.3673465,"Chr4",0.009085,"Collinear",NA
"NC_030306.1",3372825,3391953,0.054059,0.029937,0.011798,3.372825,3.391953,3.382389,"Chr4",0.029937,"Collinear",NA
"NC_030306.1",3392100,3406586,-0.000962,-0.000404,-0.000181,3.3921,3.406586,3.399343,"Chr4",NA,"Collinear",NA
"NC_030306.1",3407310,3423416,-0.001055,-0.000576,-0.000215,3.40731,3.423416,3.415363,"Chr4",NA,"Collinear",NA
"NC_030306.1",3423579,3435126,0.198001,0.121362,0.047923,3.423579,3.435126,3.4293525,"Chr4",0.121362,"Collinear",NA
"NC_030306.1",3435128,3456278,-0.008297,-0.003734,-0.001602,3.435128,3.456278,3.445703,"Chr4",NA,"Collinear",NA
"NC_030306.1",3456421,3475071,0.010001,0.00367,0.001483,3.456421,3.475071,3.465746,"Chr4",0.00367,"Collinear",NA
"NC_030306.1",3475113,3489958,0.09288,0.049875,0.020711,3.475113,3.489958,3.4825355,"Chr4",0.049875,"Collinear",NA
"NC_030306.1",3489993,3506890,-0.06242,-0.038108,-0.015871,3.489993,3.50689,3.4984415,"Chr4",NA,"Collinear",NA
"NC_030306.1",3506988,3525217,0.05297,0.021035,0.0075,3.506988,3.525217,3.5161025,"Chr4",0.021035,"Collinear",NA
"NC_030306.1",3525304,3543645,0.197211,0.069583,0.033033,3.525304,3.543645,3.5344745,"Chr4",0.069583,"Collinear",NA
"NC_030306.1",3543848,3562719,0.047815,0.026384,0.009706,3.543848,3.562719,3.5532835,"Chr4",0.026384,"Collinear",NA
"NC_030306.1",3562736,3580545,-0.046729,-0.018742,-0.008055,3.562736,3.580545,3.5716405,"Chr4",NA,"Collinear",NA
"NC_030306.1",3580602,3593882,0.195106,0.130551,0.049319,3.580602,3.593882,3.587242,"Chr4",0.130551,"Collinear",NA
"NC_030306.1",3594030,3607840,-0.028161,-0.021904,-0.008438,3.59403,3.60784,3.600935,"Chr4",NA,"Collinear",NA
"NC_030306.1",3607859,3641124,0.216165,0.103914,0.065696,3.607859,3.641124,3.6244915,"Chr4",0.103914,"Collinear",NA
"NC_030306.1",3641488,3663237,-0.115093,-0.051262,-0.021261,3.641488,3.663237,3.6523625,"Chr4",NA,"Collinear",NA
"NC_030306.1",3663299,3672095,-0.284018,-0.25906,-0.080024,3.663299,3.672095,3.667697,"Chr4",NA,"Collinear",NA
"NC_030306.1",3672119,3686789,0.054809,0.037051,0.011851,3.672119,3.686789,3.679454,"Chr4",0.037051,"Collinear",NA
"NC_030306.1",3686790,3695967,-0.030833,-0.023744,-0.010532,3.68679,3.695967,3.6913785,"Chr4",NA,"Collinear",NA
"NC_030306.1",3695971,3711460,0.051301,0.032559,0.012198,3.695971,3.71146,3.7037155,"Chr4",0.032559,"Collinear",NA
"NC_030306.1",3711461,3720715,0.217885,0.168386,0.085503,3.711461,3.720715,3.716088,"Chr4",0.168386,"Collinear",NA
"NC_030306.1",3720727,3733122,0.107466,0.070547,0.031071,3.720727,3.733122,3.7269245,"Chr4",0.070547,"Collinear",NA
"NC_030306.1",3733326,3740284,-0.186428,-0.207668,-0.053117,3.733326,3.740284,3.736805,"Chr4",NA,"Collinear",NA
"NC_030306.1",3740293,3749713,-0.174524,-0.156113,-0.044782,3.740293,3.749713,3.745003,"Chr4",NA,"Collinear",NA
"NC_030306.1",3749947,3767264,0.275406,0.201728,0.074069,3.749947,3.767264,3.7586055,"Chr4",0.201728,"Collinear",NA
"NC_030306.1",3767562,3778469,0.007366,0.006504,0.001921,3.767562,3.778469,3.7730155,"Chr4",0.006504,"Collinear",NA
"NC_030306.1",3778552,3790742,0.157492,0.099448,0.031105,3.778552,3.790742,3.784647,"Chr4",0.099448,"Collinear",NA
"NC_030306.1",3790743,3799201,0.004783,0.003973,0.001311,3.790743,3.799201,3.794972,"Chr4",0.003973,"Collinear",NA
"NC_030306.1",3799221,3816571,-0.190739,-0.095713,-0.043357,3.799221,3.816571,3.807896,"Chr4",NA,"Collinear",NA
"NC_030306.1",3816575,3833216,-0.037373,-0.018279,-0.007356,3.816575,3.833216,3.8248955,"Chr4",NA,"Collinear",NA
"NC_030306.1",3833521,3859328,-0.085586,-0.033589,-0.01777,3.833521,3.859328,3.8464245,"Chr4",NA,"Collinear",NA
"NC_030306.1",3859352,3885013,0.008419,0.002893,0.001658,3.859352,3.885013,3.8721825,"Chr4",0.002893,"Collinear",NA
"NC_030306.1",3885050,3899674,0.077188,0.036179,0.019448,3.88505,3.899674,3.892362,"Chr4",0.036179,"Collinear",NA
"NC_030306.1",3899684,3912537,-0.160523,-0.185507,-0.053952,3.899684,3.912537,3.9061105,"Chr4",NA,"Collinear",NA
"NC_030306.1",3912554,3925770,0.083721,0.065755,0.023902,3.912554,3.92577,3.919162,"Chr4",0.065755,"Collinear",NA
"NC_030306.1",3926524,3937827,-0.089448,-0.05996,-0.020574,3.926524,3.937827,3.9321755,"Chr4",NA,"Collinear",NA
"NC_030306.1",3937911,3948810,0.032146,0.032316,0.007685,3.937911,3.94881,3.9433605,"Chr4",0.032316,"Collinear",NA
"NC_030306.1",3948845,3957466,0.03446,0.031217,0.013232,3.948845,3.957466,3.9531555,"Chr4",0.031217,"Collinear",NA
"NC_030306.1",3957886,3966724,-0.148837,-0.17584,-0.061032,3.957886,3.966724,3.962305,"Chr4",NA,"Collinear",NA
"NC_030306.1",3967031,3973321,-0.208539,-0.219778,-0.05858,3.967031,3.973321,3.970176,"Chr4",NA,"Collinear",NA
"NC_030306.1",3973328,3978570,-0.086502,-0.133496,-0.039383,3.973328,3.97857,3.975949,"Chr4",NA,"Collinear",NA
"NC_030306.1",3978730,3986247,-0.260515,-0.306761,-0.070355,3.97873,3.986247,3.9824885,"Chr4",NA,"Collinear",NA
"NC_030306.1",3986254,3994692,-0.162387,-0.287352,-0.051821,3.986254,3.994692,3.990473,"Chr4",NA,"Collinear",NA
"NC_030306.1",3994780,4006386,-0.049387,-0.027078,-0.01001,3.99478,4.006386,4.000583,"Chr4",NA,"Collinear",NA
"NC_030306.1",4006824,4019203,-0.045728,-0.034409,-0.012749,4.006824,4.019203,4.0130135,"Chr4",NA,"Collinear",NA
"NC_030306.1",4019205,4036290,-0.020166,-0.018222,-0.004909,4.019205,4.03629,4.0277475,"Chr4",NA,"Collinear",NA
"NC_030306.1",4036291,4050305,0.322208,0.208874,0.088196,4.036291,4.050305,4.043298,"Chr4",0.208874,"Collinear",NA
"NC_030306.1",4050311,4059996,-0.043339,-0.04029,-0.012461,4.050311,4.059996,4.0551535,"Chr4",NA,"Collinear",NA
"NC_030306.1",4060026,4066217,-0.148755,-0.18087,-0.048902,4.060026,4.066217,4.0631215,"Chr4",NA,"Collinear",NA
"NC_030306.1",4066230,4074365,-0.219392,-0.195772,-0.057778,4.06623,4.074365,4.0702975,"Chr4",NA,"Collinear",NA
"NC_030306.1",4074495,4082867,0.392472,0.326077,0.110774,4.074495,4.082867,4.078681,"Chr4",0.326077,"Collinear",NA
"NC_030306.1",4082870,4094364,0.062745,0.086293,0.024486,4.08287,4.094364,4.088617,"Chr4",0.086293,"Collinear",NA
"NC_030306.1",4094365,4105681,-0.013196,-0.016823,-0.003721,4.094365,4.105681,4.100023,"Chr4",NA,"Collinear",NA
"NC_030306.1",4105788,4114234,0.122314,0.085019,0.029875,4.105788,4.114234,4.110011,"Chr4",0.085019,"Collinear",NA
"NC_030306.1",4114350,4125013,0.186655,0.11124,0.053575,4.11435,4.125013,4.1196815,"Chr4",0.11124,"Collinear",NA
"NC_030306.1",4125033,4133620,-0.294604,-0.47449,-0.109576,4.125033,4.13362,4.1293265,"Chr4",NA,"Collinear",NA
