"Cat","Species","Dxy","Chrom"
"Collinear","LOWvBOG",0.0249068000785163,"chr2"
"Collinear","LOWvBOG",0.032315382567118,"chr2"
"Collinear","LOWvBOG",0.0322998125308738,"chr2"
"Collinear","LOWvBOG",0.0354439195938396,"chr2"
"Collinear","LOWvBOG",0.027113086790278,"chr2"
"Collinear","LOWvBOG",0.0331434173268024,"chr2"
"Collinear","LOWvBOG",0.0292863604186081,"chr2"
"Collinear","LOWvBOG",0.00967038250011669,"chr2"
"Collinear","LOWvBOG",0.0318405621259586,"chr2"
"Collinear","LOWvBOG",0.0321264131070486,"chr2"
"Collinear","LOWvBOG",0.0358933182165715,"chr2"
"Collinear","LOWvBOG",0.035687106653988,"chr2"
"Collinear","LOWvBOG",0.0323237994180368,"chr2"
"Collinear","LOWvBOG",0.0339598730819942,"chr2"
"Collinear","LOWvBOG",0.0394595572258605,"chr2"
"Collinear","LOWvBOG",0.0390189004764324,"chr2"
"Collinear","LOWvBOG",0.0386351525031892,"chr2"
"Collinear","LOWvBOG",0.0383066038327661,"chr2"
"Collinear","LOWvBOG",0.0402558674284239,"chr2"
"Collinear","LOWvBOG",0.0408986086228052,"chr2"
"Collinear","LOWvBOG",0.0439667496555477,"chr2"
"Collinear","LOWvBOG",0.0315477416256581,"chr2"
"Collinear","LOWvBOG",0.0358453689708032,"chr2"
"Collinear","LOWvBOG",0.0391824064829304,"chr2"
"Collinear","LOWvBOG",0.0363033089636536,"chr2"
"Collinear","LOWvBOG",0.0368348160718485,"chr2"
"Collinear","LOWvBOG",0.0337094552685438,"chr2"
"Collinear","LOWvBOG",0.0275412245753875,"chr2"
"Collinear","LOWvBOG",0.0408450085346996,"chr2"
"Collinear","LOWvBOG",0.0327682330796802,"chr2"
"Collinear","LOWvBOG",0.0376648062928201,"chr2"
"Collinear","LOWvBOG",0.038361918284486,"chr2"
"Collinear","LOWvBOG",0.0411170244379995,"chr2"
"Collinear","LOWvBOG",0.0411946501087146,"chr2"
"Collinear","LOWvBOG",0.0445737218767196,"chr2"
"Collinear","LOWvBOG",0.0366717158556386,"chr2"
"Inverted","LOWvBOG",0.0252437584263617,"chr2"
"Inverted","LOWvBOG",0.0295069058402113,"chr2"
"Inverted","LOWvBOG",0.0407481552216074,"chr2"
"Inverted","LOWvBOG",0.0387540253936501,"chr2"
"Inverted","LOWvBOG",0.0323282913329399,"chr2"
"Inverted","LOWvBOG",0.0307008517567286,"chr2"
"Inverted","LOWvBOG",0.0265501874413734,"chr2"
"Collinear","LOWvBOG",0.0326394846208331,"chr2"
"Inverted","LOWvBOG",0.0239806655375488,"chr2"
"Inverted","LOWvBOG",0.0280752537628759,"chr2"
"Inverted","LOWvBOG",0.035161710313977,"chr2"
"Inverted","LOWvBOG",0.0324357150525591,"chr2"
"Inverted","LOWvBOG",0.0352713313365537,"chr2"
"Inverted","LOWvBOG",0.0299605844922477,"chr2"
"Inverted","LOWvBOG",0.0367525637513235,"chr2"
"Inverted","LOWvBOG",0.0369458954932527,"chr2"
"Inverted","LOWvBOG",0.0332574591768405,"chr2"
"Inverted","LOWvBOG",0.024301130569922,"chr2"
"Collinear","LOWvBOG",0.0338572634701744,"chr2"
"Inverted","LOWvBOG",0.0246708601529544,"chr2"
"Inverted","LOWvBOG",0.0298817036803914,"chr2"
"Inverted","LOWvBOG",0.0344953781980377,"chr2"
"Inverted","LOWvBOG",0.0359107874797533,"chr2"
"Inverted","LOWvBOG",0.0381809865530109,"chr2"
"Inverted","LOWvBOG",0.0307092078630712,"chr2"
"Inverted","LOWvBOG",0.0283776356194676,"chr2"
"Inverted","LOWvBOG",0.0325668671622758,"chr2"
"Inverted","LOWvBOG",0.03336760096393,"chr2"
"Inverted","LOWvBOG",0.0293715285231134,"chr2"
"Collinear","LOWvBOG",0.0293953747715303,"chr2"
"Inverted","LOWvBOG",0.0369723543910789,"chr2"
"Inverted","LOWvBOG",0.033979729120461,"chr2"
"Inverted","LOWvBOG",0.0378179150763628,"chr2"
"Inverted","LOWvBOG",0.0348407036209803,"chr2"
"Inverted","LOWvBOG",0.0261834494731207,"chr2"
"Inverted","LOWvBOG",0.0267219449898605,"chr2"
"Inverted","LOWvBOG",0.0358707125127408,"chr2"
"Inverted","LOWvBOG",0.0339321906775811,"chr2"
"Inverted","LOWvBOG",0.0322065139180406,"chr2"
"Inverted","LOWvBOG",0.0322470679524488,"chr2"
"Collinear","LOWvBOG",0.0406315466222481,"chr2"
"Inverted","LOWvBOG",0.0374845781471419,"chr2"
"Inverted","LOWvBOG",0.0341205923963922,"chr2"
"Inverted","LOWvBOG",0.0388803267233773,"chr2"
"Inverted","LOWvBOG",0.0369531992825976,"chr2"
"Inverted","LOWvBOG",0.0349120289110566,"chr2"
"Inverted","LOWvBOG",0.0279834230697233,"chr2"
"Inverted","LOWvBOG",0.0251770939895381,"chr2"
"Inverted","LOWvBOG",0.0284574082313332,"chr2"
"Inverted","LOWvBOG",0.0327210234423269,"chr2"
"Inverted","LOWvBOG",0.035050211049055,"chr2"
"Collinear","LOWvBOG",0.0274610029108067,"chr2"
"Inverted","LOWvBOG",0.0349801416841896,"chr2"
"Inverted","LOWvBOG",0.0370342402389307,"chr2"
"Inverted","LOWvBOG",0.0354970894322358,"chr2"
"Inverted","LOWvBOG",0.0387664207971515,"chr2"
"Inverted","LOWvBOG",0.0343198649140575,"chr2"
"Inverted","LOWvBOG",0.0312533395554476,"chr2"
"Inverted","LOWvBOG",0.0331109545357923,"chr2"
"Inverted","LOWvBOG",0.0347828390210771,"chr2"
"Inverted","LOWvBOG",0.0392888724394075,"chr2"
"Inverted","LOWvBOG",0.0333818545839109,"chr2"
"Collinear","LOWvBOG",0.0370243450202418,"chr2"
"Inverted","LOWvBOG",0.0419281717614864,"chr2"
"Inverted","LOWvBOG",0.0337169083098395,"chr2"
"Inverted","LOWvBOG",0.0357901220995784,"chr2"
"Inverted","LOWvBOG",0.0410138605378541,"chr2"
"Inverted","LOWvBOG",0.042177514588317,"chr2"
"Inverted","LOWvBOG",0.040868951355049,"chr2"
"Inverted","LOWvBOG",0.0299352614845768,"chr2"
"Inverted","LOWvBOG",0.024078151655309,"chr2"
"Inverted","LOWvBOG",0.0307294984450703,"chr2"
"Inverted","LOWvBOG",0.0353940868250081,"chr2"
"Collinear","LOWvBOG",0.0378885982927718,"chr2"
"Inverted","LOWvBOG",0.0409844164163893,"chr2"
"Inverted","LOWvBOG",0.0315160881952753,"chr2"
"Inverted","LOWvBOG",0.0405824855582948,"chr2"
"Inverted","LOWvBOG",0.0317539716273114,"chr2"
"Inverted","LOWvBOG",0.0269512543558872,"chr2"
"Inverted","LOWvBOG",0.035036645000453,"chr2"
"Inverted","LOWvBOG",0.0325706672712848,"chr2"
"Inverted","LOWvBOG",0.0406885099232265,"chr2"
"Inverted","LOWvBOG",0.0388014880363932,"chr2"
"Inverted","LOWvBOG",0.0399748012849699,"chr2"
"Collinear","LOWvBOG",0.0381209692679338,"chr2"
"Inverted","LOWvBOG",0.0462791628439136,"chr2"
"Inverted","LOWvBOG",0.0473950235684613,"chr2"
"Inverted","LOWvBOG",0.0395092674253225,"chr2"
"Inverted","LOWvBOG",0.0331452007595081,"chr2"
"Inverted","LOWvBOG",0.0356564012196144,"chr2"
"Inverted","LOWvBOG",0.0296170728718338,"chr2"
"Inverted","LOWvBOG",0.0232619278462093,"chr2"
"Inverted","LOWvBOG",0.0305869999836344,"chr2"
"Inverted","LOWvBOG",0.0376412507519419,"chr2"
"Inverted","LOWvBOG",0.0376872135706926,"chr2"
"Collinear","LOWvBOG",0.0381904085371055,"chr2"
"Inverted","LOWvBOG",0.0392495914494859,"chr2"
"Inverted","LOWvBOG",0.0405413339439442,"chr2"
"Inverted","LOWvBOG",0.0377697428109176,"chr2"
"Inverted","LOWvBOG",0.0367425624204882,"chr2"
"Inverted","LOWvBOG",0.0428199147866346,"chr2"
"Inverted","LOWvBOG",0.0317496743132557,"chr2"
"Inverted","LOWvBOG",0.037024511521932,"chr2"
"Inverted","LOWvBOG",0.0375548995282096,"chr2"
"Inverted","LOWvBOG",0.0356854348723495,"chr2"
"Inverted","LOWvBOG",0.0347679589654726,"chr2"
"Collinear","LOWvBOG",0.0399017226868056,"chr2"
"Collinear","LOWvBOG",0.0319921714210052,"chr2"
"Inverted","LOWvBOG",0.0497963992391239,"chr2"
"Inverted","LOWvBOG",0.0388507094595979,"chr2"
"Inverted","LOWvBOG",0.0374099617999685,"chr2"
"Inverted","LOWvBOG",0.0316157026887382,"chr2"
"Inverted","LOWvBOG",0.0319523314518922,"chr2"
"Inverted","LOWvBOG",0.0285773340851009,"chr2"
"Inverted","LOWvBOG",0.034773289181561,"chr2"
"Inverted","LOWvBOG",0.0397211923129624,"chr2"
"Inverted","LOWvBOG",0.0420316209012984,"chr2"
"Inverted","LOWvBOG",0.0395888242353435,"chr2"
"Collinear","LOWvBOG",0.0355178103627681,"chr2"
"Inverted","LOWvBOG",0.0301973538848934,"chr2"
"Inverted","LOWvBOG",0.0320430927886759,"chr2"
"Inverted","LOWvBOG",0.0350377506521167,"chr2"
"Inverted","LOWvBOG",0.0372562507118586,"chr2"
"Inverted","LOWvBOG",0.0428850917324669,"chr2"
"Inverted","LOWvBOG",0.0479114201208486,"chr2"
"Inverted","LOWvBOG",0.032215607325506,"chr2"
"Inverted","LOWvBOG",0.046792418140437,"chr2"
"Inverted","LOWvBOG",0.0371885792036248,"chr2"
"Inverted","LOWvBOG",0.0362301823162617,"chr2"
"Collinear","LOWvBOG",0.036542917763955,"chr2"
"Inverted","LOWvBOG",0.0368184429301493,"chr2"
"Inverted","LOWvBOG",0.0364017581986354,"chr2"
"Inverted","LOWvBOG",0.0394194682497837,"chr2"
"Inverted","LOWvBOG",0.0357744783849887,"chr2"
"Inverted","LOWvBOG",0.0387542566356828,"chr2"
"Inverted","LOWvBOG",0.0327123290159152,"chr2"
"Inverted","LOWvBOG",0.0396074815622477,"chr2"
"Inverted","LOWvBOG",0.037949854339746,"chr2"
"Inverted","LOWvBOG",0.0344233432761287,"chr2"
"Inverted","LOWvBOG",0.0407955440710737,"chr2"
"Collinear","LOWvBOG",0.0305246805640222,"chr2"
"Inverted","LOWvBOG",0.0306392367307285,"chr2"
"Inverted","LOWvBOG",0.0264937654534485,"chr2"
"Inverted","LOWvBOG",0.0385652047332658,"chr2"
"Inverted","LOWvBOG",0.0374695347910505,"chr2"
"Inverted","LOWvBOG",0.0113509275062624,"chr2"
"Inverted","LOWvBOG",0.0346269511895535,"chr2"
"Inverted","LOWvBOG",0.0307024538046735,"chr2"
"Inverted","LOWvBOG",0.0391559081141577,"chr2"
"Inverted","LOWvBOG",0.0351977775605476,"chr2"
"Inverted","LOWvBOG",0.0391872132676969,"chr2"
"Collinear","LOWvBOG",0.0362749620349705,"chr2"
"Inverted","LOWvBOG",0.0327160310245805,"chr2"
"Inverted","LOWvBOG",0.032040581673483,"chr2"
"Inverted","LOWvBOG",0.0372505726180626,"chr2"
"Inverted","LOWvBOG",0.0365997391060473,"chr2"
"Inverted","LOWvBOG",0.0292413038488656,"chr2"
"Inverted","LOWvBOG",0.0280802998803051,"chr2"
"Inverted","LOWvBOG",0.0320261141846354,"chr2"
"Inverted","LOWvBOG",0.03320255947284,"chr2"
"Inverted","LOWvBOG",0.0284677004233319,"chr2"
"Inverted","LOWvBOG",0.039360161221599,"chr2"
"Collinear","LOWvBOG",0.0360851841761737,"chr2"
"Inverted","LOWvBOG",0.0332613334148053,"chr2"
"Inverted","LOWvBOG",0.0416874645843605,"chr2"
"Inverted","LOWvBOG",0.0473487260334372,"chr2"
"Inverted","LOWvBOG",0.0375292371143139,"chr2"
"Inverted","LOWvBOG",0.0294975391700541,"chr2"
"Inverted","LOWvBOG",0.0384587291634739,"chr2"
"Inverted","LOWvBOG",0.0388323414018357,"chr2"
"Inverted","LOWvBOG",0.0422682251039573,"chr2"
"Inverted","LOWvBOG",0.042689581873812,"chr2"
"Inverted","LOWvBOG",0.0344997132308744,"chr2"
"Collinear","LOWvBOG",0.0400052584235308,"chr2"
"Inverted","LOWvBOG",0.0341449174406068,"chr2"
"Collinear","LOWvBOG",0.0387711269734105,"chr2"
"Collinear","LOWvBOG",0.0354066504992109,"chr2"
"Collinear","LOWvBOG",0.0322490914003759,"chr2"
"Collinear","LOWvBOG",0.032179972819332,"chr2"
"Collinear","LOWvBOG",0.0384817494869052,"chr2"
"Collinear","LOWvBOG",0.0408341128293677,"chr2"
"Collinear","LOWvBOG",0.0440980133122388,"chr2"
"Collinear","LOWvBOG",0.0334941880800839,"chr2"
"Collinear","LOWvBOG",0.0393999671830198,"chr2"
"Collinear","LOWvBOG",0.0507525564049432,"chr2"
"Collinear","LOWvBOG",0.0353027051622314,"chr2"
"Collinear","LOWvBOG",0.0396836055879161,"chr2"
"Collinear","LOWvBOG",0.0354984411102293,"chr2"
"Collinear","LOWvBOG",0.0312032308994625,"chr2"
"Collinear","LOWvBOG",0.0314689450190056,"chr2"
"Collinear","LOWvBOG",0.0316438183371415,"chr2"
"Collinear","LOWvBOG",0.0345154157625408,"chr2"
"Collinear","LOWvBOG",0.0290262338421258,"chr2"
"Collinear","LOWvBOG",0.0326080294037225,"chr2"
"Collinear","LOWvBOG",0.0414278449125915,"chr2"
"Collinear","LOWvBOG",0.0360720680427794,"chr2"
"Collinear","LOWvBOG",0.0398552324094119,"chr2"
"Collinear","LOWvBOG",0.0436312282006037,"chr2"
"Collinear","LOWvBOG",0.0360721453798848,"chr2"
"Collinear","LOWvBOG",0.0342613984318878,"chr2"
"Collinear","LOWvBOG",0.041647845517536,"chr2"
"Collinear","LOWvBOG",0.034303299226832,"chr2"
"Collinear","LOWvBOG",0.0286686153408543,"chr2"
"Collinear","LOWvBOG",0.0280828811755062,"chr2"
"Collinear","LOWvBOG",0.0323204422002102,"chr2"
"Collinear","LOWvBOG",0.0310784772849342,"chr2"
"Collinear","LOWvBOG",0.0308624262933778,"chr2"
"Collinear","LOWvBOG",0.0326789310321367,"chr2"
"Collinear","LOWvBOG",0.0345187720921762,"chr2"
"Collinear","LOWvBOG",0.0350463505026759,"chr2"
"Collinear","LOWvBOG",0.0313806336425781,"chr2"
"Collinear","LOWvBOG",0.0513148423459805,"chr2"
"Collinear","LOWvBOG",0.0458291397587826,"chr2"
"Collinear","LOWvBOG",0.0402690937784181,"chr2"
"Collinear","LOWvBOG",0.0336916667611378,"chr2"
"Collinear","LOWvBOG",0.0369302217112061,"chr2"
"Collinear","LOWvBOG",0.0372970945742683,"chr2"
"Collinear","LOWvBOG",0.0408730334233824,"chr2"
"Collinear","LOWvBOG",0.0285042800493698,"chr2"
"Collinear","LOWvBOG",0.0408888370336049,"chr2"
"Collinear","LOWvBOG",0.0349503425113371,"chr2"
"Collinear","LOWvBOG",0.0367839223103507,"chr2"
"Collinear","LOWvBOG",0.0373472071077735,"chr2"
"Collinear","LOWvBOG",0.0462007818622016,"chr2"
"Collinear","LOWvBOG",0.0307624205378204,"chr2"
"Collinear","LOWvBOG",0.0103717943316494,"chr2"
"Collinear","LOWvBOG",0.0389299367212904,"chr2"
"Collinear","LOWvBOG",0.0317281085996378,"chr2"
"Collinear","LOWvBOG",0.0222904240699116,"chr2"
"Collinear","LOWvBOG",0.03305382110925,"chr2"
"Collinear","LOWvBOG",0.0213521369115743,"chr2"
"Collinear","LOWvBOG",0.0194364721447717,"chr2"
"Collinear","LOWvBOG",0.0235137327126973,"chr2"
"Collinear","LOWvBOG",0.0271656365788374,"chr2"
"Collinear","LOWvBOG",0.0380080275223069,"chr2"
"Collinear","LOWvBOG",0.0402753888383561,"chr2"
"Collinear","LOWvBOG",0.0316458326176731,"chr2"
"Collinear","LOWvBOG",0.0369611835009413,"chr2"
"Collinear","LOWvBOG",0.039079495289126,"chr2"
"Collinear","LOWvBOG",0.02453557682779,"chr2"
"Collinear","LOWvBOG",0.0343995685248392,"chr2"
"Collinear","LOWvBOG",0.0300703009544584,"chr2"
"Collinear","LOWvBOG",0.0257695527692956,"chr2"
"Collinear","LOWvBOG",0.0406484516592113,"chr2"
"Collinear","LOWvBOG",0.0405618599492032,"chr2"
"Collinear","LOWvBOG",0.0321971321261611,"chr2"
"Collinear","LOWvBOG",0.046876195228709,"chr2"
"Collinear","LOWvBOG",0.0416253811291848,"chr2"
"Collinear","LOWvBOG",0.0373979543222884,"chr2"
"Collinear","LOWvBOG",0.0428548250430138,"chr2"
"Collinear","LOWvBOG",0.0442453543964394,"chr2"
"Collinear","LOWvBOG",0.0314192935456647,"chr2"
"Collinear","LOWvBOG",0.0328244184727864,"chr2"
"Collinear","LOWvBOG",0.0176655429395907,"chr2"
"Collinear","LOWvBOG",0.0164636233404926,"chr2"
"Collinear","LOWvBOG",0.0326675063615346,"chr2"
"Collinear","LOWvBOG",0.0295854390693383,"chr2"
"Collinear","LOWvBOG",0.0346091509047721,"chr2"
"Collinear","LOWvBOG",0.0372850112236449,"chr2"
"Collinear","LOWvBOG",0.036640936530476,"chr2"
"Collinear","LOWvBOG",0.0318771937381192,"chr2"
"Collinear","LOWvBOG",0.0344727715750523,"chr2"
"Collinear","LOWvBOG",0.0400321188953355,"chr2"
"Collinear","LOWvBOG",0.0399692851029374,"chr2"
"Collinear","LOWvBOG",0.0402015022774928,"chr2"
"Collinear","LOWvBOG",0.035266602749053,"chr2"
"Collinear","LOWvBOG",0.04038602102176,"chr2"
"Collinear","LOWvBOG",0.0313002757405193,"chr2"
"Collinear","LOWvBOG",0.0301558266636638,"chr2"
"Collinear","LOWvBOG",0.0405973378839415,"chr2"
"Collinear","LOWvBOG",0.0334841993390794,"chr2"
"Collinear","LOWvBOG",0.043244541400888,"chr2"
"Collinear","LOWvBOG",0.0489032314394672,"chr2"
"Collinear","LOWvBOG",0.0368365912923751,"chr2"
"Collinear","LOWvBOG",0.0348216513343433,"chr2"
"Collinear","LOWvBOG",0.0319696901508194,"chr2"
"Collinear","LOWvBOG",0.0371584030459557,"chr2"
"Collinear","LOWvBOG",0.0319787279281504,"chr2"
"Collinear","LOWvBOG",0.0290562718276309,"chr2"
"Collinear","LOWvBOG",0.0349084950742925,"chr2"
"Collinear","LOWvBOG",0.0477449210045599,"chr2"
"Collinear","LOWvBOG",0.0468012068665797,"chr2"
"Collinear","LOWvBOG",0.046870014754274,"chr2"
"Collinear","LOWvBOG",0.0320235906816926,"chr2"
"Collinear","LOWvBOG",0.0359964675726464,"chr2"
"Collinear","LOWvBOG",0.0376888602778934,"chr2"
"Collinear","LOWvBOG",0.033251505467472,"chr2"
"Collinear","LOWvBOG",0.0378550864283644,"chr2"
"Collinear","LOWvBOG",0.0348993883662859,"chr2"
"Collinear","LOWvBOG",0.0413028116153196,"chr2"
"Collinear","LOWvBOG",0.039621648144533,"chr2"
"Collinear","LOWvBOG",0.0319260859738311,"chr2"
"Collinear","LOWvBOG",0.026741506968626,"chr2"
"Collinear","LOWvBOG",0.0320654427878627,"chr2"
"Collinear","LOWvBOG",0.037222477550206,"chr2"
"Collinear","LOWvBOG",0.0394416358628899,"chr2"
"Collinear","LOWvBOG",0.0448308843011972,"chr2"
"Collinear","LOWvBOG",0.0284789377341816,"chr2"
"Collinear","LOWvBOG",0.0297982073410818,"chr2"
"Collinear","LOWvBOG",0.0408552891562155,"chr2"
"Collinear","LOWvBOG",0.0422634762273121,"chr2"
"Collinear","LOWvBOG",0.0382938109546919,"chr2"
"Collinear","LOWvBOG",0.0377869537685082,"chr2"
"Collinear","LOWvBOG",0.0371623093188063,"chr2"
"Collinear","LOWvBOG",0.0310857615114939,"chr2"
"Collinear","LOWvBOG",0.0285765970350905,"chr2"
"Collinear","LOWvBOG",0.0392691656393149,"chr2"
"Collinear","LOWvBOG",0.0280625089082718,"chr2"
"Collinear","LOWvBOG",0.0324724988002496,"chr2"
"Collinear","LOWvBOG",0.0335510216155348,"chr2"
"Collinear","LOWvBOG",0.0342413928648463,"chr2"
"Collinear","LOWvBOG",0.0312859616310205,"chr2"
"Collinear","LOWvBOG",0.0333729199607384,"chr2"
"Collinear","LOWvBOG",0.0418772954825489,"chr2"
"Collinear","LOWvBOG",0.0397530755367931,"chr2"
"Collinear","LOWvBOG",0.0363703512970873,"chr2"
"Collinear","LOWvBOG",0.029404102596019,"chr2"
"Collinear","LOWvBOG",0.0434480143685021,"chr2"
"Collinear","LOWvBOG",0.0378833828601423,"chr2"
"Collinear","LOWvBOG",0.0373892385136755,"chr2"
"Collinear","LOWvBOG",0.0362920332415356,"chr2"
"Collinear","LOWvBOG",0.0362599944183526,"chr2"
"Collinear","LOWvBOG",0.0374376743434103,"chr2"
"Collinear","LOWvBOG",0.0283700886956246,"chr2"
"Collinear","LOWvBOG",0.0336554484359868,"chr2"
"Collinear","LOWvBOG",0.034415439050265,"chr2"
"Collinear","LOWvBOG",0.0407018686571125,"chr2"
"Collinear","LOWvBOG",0.0418862126340004,"chr2"
"Collinear","LOWvBOG",0.0395382925842194,"chr2"
"Collinear","LOWvBOG",0.0411841419587484,"chr2"
"Collinear","LOWvBOG",0.0387482366402079,"chr2"
"Collinear","LOWvBOG",0.0409774681264081,"chr2"
"Collinear","LOWvBOG",0.0290700528519176,"chr2"
"Collinear","LOWvBOG",0.025304414698866,"chr2"
"Collinear","LOWvBOG",0.026970899667206,"chr2"
"Collinear","LOWvBOG",0.0391638105406818,"chr2"
"Collinear","LOWvBOG",0.03462996907107,"chr2"
"Collinear","LOWvBOG",0.0414933188750919,"chr2"
"Collinear","LOWvBOG",0.0412594702077499,"chr2"
"Collinear","LOWvBOG",0.0382619146256404,"chr2"
"Collinear","LOWvBOG",0.0470673460023293,"chr2"
"Collinear","LOWvBOG",0.033503412215394,"chr2"
"Collinear","LOWvBOG",0.0373290775540882,"chr2"
"Collinear","LOWvBOG",0.0349471843525378,"chr2"
"Collinear","LOWvBOG",0.0302119265544928,"chr2"
"Collinear","LOWvBOG",0.0266912121585036,"chr2"
"Collinear","LOWvBOG",0.0346061242376201,"chr2"
"Collinear","LOWvBOG",0.0359271087297846,"chr2"
"Collinear","LOWvBOG",0.0335810443751166,"chr2"
"Collinear","LOWvBOG",0.0384565427705769,"chr2"
"Collinear","LOWvBOG",0.0372911959956152,"chr2"
"Collinear","LOWvBOG",0.0378979779925281,"chr2"
"Collinear","LOWvBOG",0.0319230307093237,"chr2"
"Collinear","LOWvBOG",0.0348645243632165,"chr2"
"Collinear","LOWvBOG",0.0317632916737678,"chr2"
"Collinear","LOWvBOG",0.0374890442288585,"chr2"
"Collinear","LOWvBOG",0.0271727186293592,"chr2"
"Collinear","LOWvBOG",0.0334372213106924,"chr2"
"Collinear","LOWvBOG",0.0386959280463679,"chr2"
"Collinear","LOWvBOG",0.0370293023137451,"chr2"
"Collinear","LOWvBOG",0.0455399825273943,"chr2"
"Collinear","LOWvBOG",0.0443769438576744,"chr2"
"Collinear","LOWvBOG",0.0281283186137611,"chr2"
"Collinear","LOWvBOG",0.0388720535433542,"chr2"
"Collinear","LOWvBOG",0.0358224478376289,"chr2"
"Collinear","LOWvBOG",0.0371425249540921,"chr2"
