"chr","windowStart","windowEnd","D","f_d","f_dM","StartMb","EndMb","center","Chrom","fd_filtered","Cat","CatConserv"
"NC_030303.1",1968999,1973263,-0.107351,-0.101914,-0.064087,1.968999,1.973263,1.971131,"ChrXR",NA,"Collinear",NA
"NC_030303.1",1973290,2005732,-0.245811,-0.251102,-0.107375,1.97329,2.005732,1.989511,"ChrXR",NA,"Collinear",NA
"NC_030303.1",2005744,2024193,0.149602,0.153662,0.080029,2.005744,2.024193,2.0149685,"ChrXR",0.153662,"Collinear",NA
"NC_030303.1",2027451,2052907,0.033439,0.013948,0.009688,2.027451,2.052907,2.040179,"ChrXR",0.013948,"Collinear",NA
"NC_030303.1",2052911,2065372,-0.135171,-0.07854,-0.045996,2.052911,2.065372,2.0591415,"ChrXR",NA,"Collinear",NA
"NC_030303.1",2070513,2080190,0.038446,0.023844,0.010517,2.070513,2.08019,2.0753515,"ChrXR",0.023844,"Collinear",NA
"NC_030303.1",2080210,2096437,0.065504,0.016389,0.012201,2.08021,2.096437,2.0883235,"ChrXR",0.016389,"Collinear",NA
"NC_030303.1",2096438,2196304,0.043889,0.001951,0.001364,2.096438,2.196304,2.146371,"ChrXR",0.001951,"Collinear",NA
"NC_030303.1",2196310,2274194,-0.157539,-0.015919,-0.010596,2.19631,2.274194,2.235252,"ChrXR",NA,"Collinear",NA
"NC_030303.1",2274669,2413341,0.155099,0.009885,0.006366,2.274669,2.413341,2.344005,"ChrXR",0.009885,"Collinear",NA
"NC_030303.1",2413436,2513515,0.17883,0.014422,0.010089,2.413436,2.513515,2.4634755,"ChrXR",0.014422,"Collinear",NA
"NC_030303.1",2513518,2614717,-0.02849,-0.002014,-0.001469,2.513518,2.614717,2.5641175,"ChrXR",NA,"Collinear",NA
"NC_030303.1",2614725,2618868,-0.297815,-0.306931,-0.150968,2.614725,2.618868,2.6167965,"ChrXR",NA,"Collinear",NA
"NC_030303.1",2619378,2626739,-0.159117,-0.10171,-0.054766,2.619378,2.626739,2.6230585,"ChrXR",NA,"Collinear",NA
"NC_030303.1",2626758,2717857,0.110279,0.010954,0.00694,2.626758,2.717857,2.6723075,"ChrXR",0.010954,"Collinear",NA
"NC_030303.1",2717861,2830514,0.168542,0.013995,0.009524,2.717861,2.830514,2.7741875,"ChrXR",0.013995,"Collinear",NA
"NC_030303.1",2830584,2844262,-0.015015,-0.003842,-0.00275,2.830584,2.844262,2.837423,"ChrXR",NA,"Collinear",NA
"NC_030303.1",2844265,2924127,0.112117,0.011719,0.007824,2.844265,2.924127,2.884196,"ChrXR",0.011719,"Collinear",NA
"NC_030303.1",2925258,3066777,-0.224414,-0.016734,-0.011181,2.925258,3.066777,2.9960175,"ChrXR",NA,"Collinear",NA
"NC_030303.1",3066791,3173622,-0.106743,-0.00697,-0.005026,3.066791,3.173622,3.1202065,"ChrXR",NA,"Collinear",NA
"NC_030303.1",3173761,3213701,-0.072626,-0.015562,-0.010551,3.173761,3.213701,3.193731,"ChrXR",NA,"Collinear",NA
"NC_030303.1",3213714,3240995,0.020638,0.017918,0.008817,3.213714,3.240995,3.2273545,"ChrXR",0.017918,"Collinear",NA
"NC_030303.1",3241038,3374594,-0.063769,-0.004071,-0.003053,3.241038,3.374594,3.307816,"ChrXR",NA,"Collinear",NA
"NC_030303.1",3375183,3491698,0.160015,0.013636,0.008934,3.375183,3.491698,3.4334405,"ChrXR",0.013636,"Collinear",NA
"NC_030303.1",3491877,3550302,-0.07164,-0.009316,-0.006407,3.491877,3.550302,3.5210895,"ChrXR",NA,"Collinear",NA
"NC_030303.1",3550530,3653364,0.214695,0.017294,0.012254,3.55053,3.653364,3.601947,"ChrXR",0.017294,"Collinear",NA
"NC_030303.1",3653391,3748212,-0.17633,-0.018794,-0.011928,3.653391,3.748212,3.7008015,"ChrXR",NA,"Collinear",NA
"NC_030303.1",3748235,3823126,-0.120361,-0.015007,-0.008305,3.748235,3.823126,3.7856805,"ChrXR",NA,"Collinear",NA
"NC_030303.1",3827042,3859142,0.113836,0.025144,0.013681,3.827042,3.859142,3.843092,"ChrXR",0.025144,"Collinear",NA
"NC_030303.1",3859330,3872540,0.133513,0.071096,0.049092,3.85933,3.87254,3.865935,"ChrXR",0.071096,"Collinear",NA
"NC_030303.1",3872552,3894157,-0.207045,-0.075351,-0.035952,3.872552,3.894157,3.8833545,"ChrXR",NA,"Collinear",NA
"NC_030303.1",3896256,3989270,0.218941,0.023768,0.013209,3.896256,3.98927,3.942763,"ChrXR",0.023768,"Collinear",NA
"NC_030303.1",3989273,4007935,-0.020809,-0.017051,-0.009281,3.989273,4.007935,3.998604,"ChrXR",NA,"Collinear",NA
"NC_030303.1",4007936,4034575,0.35464,0.101476,0.04729,4.007936,4.034575,4.0212555,"ChrXR",0.101476,"Collinear",NA
"NC_030303.1",4034696,4095196,0.1215,0.021678,0.012698,4.034696,4.095196,4.064946,"ChrXR",0.021678,"Collinear",NA
"NC_030303.1",4095254,4115957,0.036064,0.017877,0.010317,4.095254,4.115957,4.1056055,"ChrXR",0.017877,"Collinear",NA
"NC_030303.1",4116027,4171389,0.0931,0.014266,0.007362,4.116027,4.171389,4.143708,"ChrXR",0.014266,"Collinear",NA
"NC_030303.1",4172671,4202675,0.046139,0.011639,0.006194,4.172671,4.202675,4.187673,"ChrXR",0.011639,"Collinear",NA
"NC_030303.1",4203008,4226587,-0.03723,-0.012641,-0.007001,4.203008,4.226587,4.2147975,"ChrXR",NA,"Collinear",NA
"NC_030303.1",4226598,4261707,0.030884,0.008104,0.004093,4.226598,4.261707,4.2441525,"ChrXR",0.008104,"Collinear",NA
"NC_030303.1",4261857,4311072,-0.282614,-0.041109,-0.021986,4.261857,4.311072,4.2864645,"ChrXR",NA,"Collinear",NA
"NC_030303.1",4311763,4356699,-0.093973,-0.018239,-0.011206,4.311763,4.356699,4.334231,"ChrXR",NA,"Collinear",NA
"NC_030303.1",4356960,4401157,-0.114362,-0.018472,-0.01022,4.35696,4.401157,4.3790585,"ChrXR",NA,"Collinear",NA
"NC_030303.1",4401802,4442324,0.114774,0.017471,0.011082,4.401802,4.442324,4.422063,"ChrXR",0.017471,"Collinear",NA
"NC_030303.1",4442335,4468794,0.086875,0.02159,0.010669,4.442335,4.468794,4.4555645,"ChrXR",0.02159,"Collinear",NA
"NC_030303.1",4468796,4490402,0.045632,0.0367,0.020116,4.468796,4.490402,4.479599,"ChrXR",0.0367,"Collinear",NA
"NC_030303.1",4490516,4495020,0.306196,0.313829,0.154698,4.490516,4.49502,4.492768,"ChrXR",0.313829,"Collinear",NA
"NC_030303.1",4495038,4499883,-0.025319,-0.018139,-0.009399,4.495038,4.499883,4.4974605,"ChrXR",NA,"Collinear",NA
"NC_030303.1",4499888,4508939,0.062079,0.036124,0.020473,4.499888,4.508939,4.5044135,"ChrXR",0.036124,"Collinear",NA
"NC_030303.1",4508984,4512254,-0.152822,-0.234054,-0.078754,4.508984,4.512254,4.510619,"ChrXR",NA,"Collinear",NA
"NC_030303.1",4512259,4513957,0.098359,0.125359,0.06272,4.512259,4.513957,4.513108,"ChrXR",0.125359,"Collinear",NA
"NC_030303.1",4513961,4519709,-0.000378,-0.000365,-0.000189,4.513961,4.519709,4.516835,"ChrXR",NA,"Collinear",NA
"NC_030303.1",4519710,4523040,-0.226577,-0.332803,-0.115202,4.51971,4.52304,4.521375,"ChrXR",NA,"Collinear",NA
"NC_030303.1",4523043,4531453,-0.086413,-0.14443,-0.048048,4.523043,4.531453,4.527248,"ChrXR",NA,"Collinear",NA
"NC_030303.1",4531466,4537599,0.092825,0.064387,0.03845,4.531466,4.537599,4.5345325,"ChrXR",0.064387,"Collinear",NA
"NC_030303.1",4537614,4541363,0.03397,0.04461,0.020671,4.537614,4.541363,4.5394885,"ChrXR",0.04461,"Collinear",NA
"NC_030303.1",4541489,4544987,0.093183,0.106301,0.043745,4.541489,4.544987,4.543238,"ChrXR",0.106301,"Collinear",NA
"NC_030303.1",4545013,4550665,0.038097,0.034021,0.020551,4.545013,4.550665,4.547839,"ChrXR",0.034021,"Collinear",NA
"NC_030303.1",4550690,4562912,0.015322,0.00883,0.004671,4.55069,4.562912,4.556801,"ChrXR",0.00883,"Collinear",NA
"NC_030303.1",4562954,4607320,0.077161,0.013386,0.00801,4.562954,4.60732,4.585137,"ChrXR",0.013386,"Collinear",NA
"NC_030303.1",4607574,4633398,0.199721,0.046533,0.025986,4.607574,4.633398,4.620486,"ChrXR",0.046533,"Collinear",NA
"NC_030303.1",4633446,4672592,-0.007604,-0.001887,-0.000978,4.633446,4.672592,4.653019,"ChrXR",NA,"Collinear",NA
"NC_030303.1",4673285,4708163,0.091522,0.025187,0.01399,4.673285,4.708163,4.690724,"ChrXR",0.025187,"Collinear",NA
"NC_030303.1",4708413,4745748,0.206913,0.031792,0.021693,4.708413,4.745748,4.7270805,"ChrXR",0.031792,"Collinear",NA
"NC_030303.1",4746850,4807672,0.161289,0.023176,0.013631,4.74685,4.807672,4.777261,"ChrXR",0.023176,"Collinear",NA
"NC_030303.1",4807888,4832387,0.107644,0.022717,0.013601,4.807888,4.832387,4.8201375,"ChrXR",0.022717,"Collinear",NA
"NC_030303.1",4832851,4871373,-0.38078,-0.072146,-0.039483,4.832851,4.871373,4.852112,"ChrXR",NA,"Collinear",NA
"NC_030303.1",4871809,4911904,-0.101601,-0.016448,-0.00944,4.871809,4.911904,4.8918565,"ChrXR",NA,"Collinear",NA
"NC_030303.1",4911913,4964479,0.144748,0.025076,0.014194,4.911913,4.964479,4.938196,"ChrXR",0.025076,"Collinear",NA
"NC_030303.1",4964846,4984827,0.018372,0.006054,0.003218,4.964846,4.984827,4.9748365,"ChrXR",0.006054,"Collinear",NA
"NC_030303.1",4984829,5014257,0.084923,0.029237,0.016124,4.984829,5.014257,4.999543,"ChrXR",0.029237,"Collinear",NA
"NC_030303.1",5014304,5037985,0.142822,0.042327,0.020316,5.014304,5.037985,5.0261445,"ChrXR",0.042327,"Collinear","CollinearFR"
"NC_030303.1",5038372,5072793,-0.284561,-0.095473,-0.046249,5.038372,5.072793,5.0555825,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",5072805,5111501,-0.003475,-0.000947,-0.000534,5.072805,5.111501,5.092153,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",5112294,5140802,-0.278383,-0.073301,-0.041024,5.112294,5.140802,5.126548,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",5141211,5167644,0.195996,0.051936,0.029505,5.141211,5.167644,5.1544275,"ChrXR",0.051936,"Collinear","CollinearFR"
"NC_030303.1",5167647,5223715,-0.052344,-0.009095,-0.005793,5.167647,5.223715,5.195681,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",5223719,5270032,0.151078,0.058918,0.031136,5.223719,5.270032,5.2468755,"ChrXR",0.058918,"Collinear","CollinearFR"
"NC_030303.1",5270141,5302901,0.177859,0.041059,0.023142,5.270141,5.302901,5.286521,"ChrXR",0.041059,"Collinear","CollinearFR"
"NC_030303.1",5302947,5326616,0.081453,0.030189,0.012813,5.302947,5.326616,5.3147815,"ChrXR",0.030189,"Collinear","CollinearFR"
"NC_030303.1",5326770,5356948,0.300174,0.064903,0.034992,5.32677,5.356948,5.341859,"ChrXR",0.064903,"Collinear","CollinearFR"
"NC_030303.1",5357379,5389065,0.175636,0.043377,0.023708,5.357379,5.389065,5.373222,"ChrXR",0.043377,"Collinear","CollinearFR"
"NC_030303.1",5389562,5424171,-0.019598,-0.005107,-0.002579,5.389562,5.424171,5.4068665,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",5424366,5456230,-0.254051,-0.08343,-0.040347,5.424366,5.45623,5.440298,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",5456362,5483307,0.06131,0.020324,0.010299,5.456362,5.483307,5.4698345,"ChrXR",0.020324,"Collinear","CollinearFR"
"NC_030303.1",5483310,5504845,-0.134184,-0.057018,-0.026078,5.48331,5.504845,5.4940775,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",5504922,5526887,0.129427,0.057501,0.028641,5.504922,5.526887,5.5159045,"ChrXR",0.057501,"Collinear","CollinearFR"
"NC_030303.1",5527207,5554598,0.232998,0.086018,0.046851,5.527207,5.554598,5.5409025,"ChrXR",0.086018,"Collinear","CollinearFR"
"NC_030303.1",5554599,5586251,-0.119815,-0.049189,-0.022248,5.554599,5.586251,5.570425,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",5586553,5612084,-0.240171,-0.126029,-0.057202,5.586553,5.612084,5.5993185,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",5612378,5639800,0.074233,0.024092,0.012682,5.612378,5.6398,5.626089,"ChrXR",0.024092,"Collinear","CollinearFR"
"NC_030303.1",5639804,5683828,0.143019,0.028277,0.016819,5.639804,5.683828,5.661816,"ChrXR",0.028277,"Collinear","CollinearFR"
"NC_030303.1",5684089,5707351,0.328745,0.142276,0.074382,5.684089,5.707351,5.69572,"ChrXR",0.142276,"Collinear","CollinearFR"
"NC_030303.1",5707405,5723337,0.030079,0.013059,0.005868,5.707405,5.723337,5.715371,"ChrXR",0.013059,"Collinear","CollinearFR"
"NC_030303.1",5723832,5743431,-0.199198,-0.073868,-0.037548,5.723832,5.743431,5.7336315,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",5743469,5772861,-0.081758,-0.028022,-0.015895,5.743469,5.772861,5.758165,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",5773238,5798435,0.05893,0.021772,0.010634,5.773238,5.798435,5.7858365,"ChrXR",0.021772,"Collinear","CollinearFR"
"NC_030303.1",5798514,5825664,0.226745,0.053212,0.03561,5.798514,5.825664,5.812089,"ChrXR",0.053212,"Collinear","CollinearFR"
"NC_030303.1",5825710,5841214,0.183826,0.05729,0.032814,5.82571,5.841214,5.833462,"ChrXR",0.05729,"Collinear","CollinearFR"
"NC_030303.1",5841259,5883802,0.128931,0.034266,0.016861,5.841259,5.883802,5.8625305,"ChrXR",0.034266,"Collinear","CollinearFR"
"NC_030303.1",5883921,5917939,0.011065,0.003566,0.001569,5.883921,5.917939,5.90093,"ChrXR",0.003566,"Collinear","CollinearFR"
"NC_030303.1",5917981,5944375,-0.103513,-0.043223,-0.022145,5.917981,5.944375,5.931178,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",5944376,5962542,-0.107869,-0.056041,-0.026113,5.944376,5.962542,5.953459,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",5962544,5984478,0.018281,0.007861,0.003361,5.962544,5.984478,5.973511,"ChrXR",0.007861,"Collinear","CollinearFR"
"NC_030303.1",5984480,6010588,0.356754,0.120687,0.053897,5.98448,6.010588,5.997534,"ChrXR",0.120687,"Collinear","CollinearFR"
"NC_030303.1",6010815,6026424,-0.196261,-0.115832,-0.044361,6.010815,6.026424,6.0186195,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",6026536,6055868,-0.267331,-0.119454,-0.047621,6.026536,6.055868,6.041202,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",6056764,6106337,-0.128288,-0.02107,-0.011708,6.056764,6.106337,6.0815505,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",6106347,6109537,0.098029,0.115995,0.041368,6.106347,6.109537,6.107942,"ChrXR",0.115995,"Collinear","CollinearFR"
"NC_030303.1",6109539,6112313,-0.275051,-0.445639,-0.149546,6.109539,6.112313,6.110926,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",6112315,6119616,-0.124814,-0.10576,-0.054291,6.112315,6.119616,6.1159655,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",6119722,6134005,-0.191264,-0.0914,-0.047364,6.119722,6.134005,6.1268635,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",6134034,6172098,0.049907,0.019401,0.009507,6.134034,6.172098,6.153066,"ChrXR",0.019401,"Collinear","CollinearFR"
"NC_030303.1",6172662,6195846,0.107645,0.058115,0.023089,6.172662,6.195846,6.184254,"ChrXR",0.058115,"Collinear","CollinearFR"
"NC_030303.1",6195942,6227014,-0.098744,-0.049656,-0.016825,6.195942,6.227014,6.211478,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",6227581,6267772,-0.078288,-0.019338,-0.009212,6.227581,6.267772,6.2476765,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",6267861,6317983,0.053645,0.0168,0.007488,6.267861,6.317983,6.292922,"ChrXR",0.0168,"Collinear","CollinearFR"
"NC_030303.1",6318822,6380308,-0.029786,-0.00542,-0.003088,6.318822,6.380308,6.349565,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",6380686,6436305,0.186227,0.038836,0.019347,6.380686,6.436305,6.4084955,"ChrXR",0.038836,"Collinear","CollinearFR"
"NC_030303.1",6436381,6465546,-0.121941,-0.042911,-0.019995,6.436381,6.465546,6.4509635,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",6465791,6502811,0.074524,0.023817,0.010208,6.465791,6.502811,6.484301,"ChrXR",0.023817,"Collinear","CollinearFR"
"NC_030303.1",6502871,6532750,0.275742,0.092385,0.041068,6.502871,6.53275,6.5178105,"ChrXR",0.092385,"Collinear","CollinearFR"
"NC_030303.1",6533527,6553345,0.067463,0.026152,0.011558,6.533527,6.553345,6.543436,"ChrXR",0.026152,"Collinear","CollinearFR"
"NC_030303.1",6553470,6588385,-0.081017,-0.02513,-0.010846,6.55347,6.588385,6.5709275,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",6589210,6609458,0.040308,0.018034,0.008977,6.58921,6.609458,6.599334,"ChrXR",0.018034,"Collinear","CollinearFR"
"NC_030303.1",6609942,6624094,-0.468433,-0.435722,-0.107562,6.609942,6.624094,6.617018,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",6624509,6646464,-0.227497,-0.121915,-0.03996,6.624509,6.646464,6.6354865,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",6646569,6665108,-0.092151,-0.066085,-0.024008,6.646569,6.665108,6.6558385,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",6665472,6683617,-0.135167,-0.093634,-0.036533,6.665472,6.683617,6.6745445,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",6683624,6737981,0.25682,0.066468,0.031882,6.683624,6.737981,6.7108025,"ChrXR",0.066468,"Collinear","CollinearFR"
"NC_030303.1",6737994,6750171,0.157362,0.138524,0.055855,6.737994,6.750171,6.7440825,"ChrXR",0.138524,"Collinear","CollinearFR"
"NC_030303.1",6750319,6798365,-0.052467,-0.013434,-0.006066,6.750319,6.798365,6.774342,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",6798932,6823901,0.177653,0.077829,0.029203,6.798932,6.823901,6.8114165,"ChrXR",0.077829,"Collinear","CollinearFR"
"NC_030303.1",6823948,6847593,0.081931,0.055715,0.015483,6.823948,6.847593,6.8357705,"ChrXR",0.055715,"Collinear","CollinearFR"
"NC_030303.1",6848090,6885918,-0.15733,-0.04637,-0.024355,6.84809,6.885918,6.867004,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",6888287,6926398,-0.11505,-0.026726,-0.012337,6.888287,6.926398,6.9073425,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",6928711,7002965,0.147055,0.021261,0.010886,6.928711,7.002965,6.965838,"ChrXR",0.021261,"Collinear","CollinearFR"
"NC_030303.1",7002973,7016437,0.184182,0.069964,0.038496,7.002973,7.016437,7.009705,"ChrXR",0.069964,"Collinear","CollinearFR"
"NC_030303.1",7016454,7100700,0.049676,0.007282,0.003951,7.016454,7.1007,7.058577,"ChrXR",0.007282,"Collinear","CollinearFR"
"NC_030303.1",7101407,7167008,0.007696,0.001534,0.000839,7.101407,7.167008,7.1342075,"ChrXR",0.001534,"Collinear","CollinearFR"
"NC_030303.1",7167015,7231639,0.008415,0.002681,0.001043,7.167015,7.231639,7.199327,"ChrXR",0.002681,"Collinear","CollinearFR"
"NC_030303.1",7231647,7284876,-0.160658,-0.044503,-0.019949,7.231647,7.284876,7.2582615,"ChrXR",NA,"Collinear","CollinearFR"
"NC_030303.1",7288107,7325439,0.211332,0.091345,0.033719,7.288107,7.325439,7.306773,"ChrXR",0.091345,"Collinear","CollinearFR"
